category,brand,model,image_count,status,brand_id,matched_slug,note
3w,Bajaj Auto (3W),RE CNG,1,hero_present,bajaj-auto-3w,compact-re-cng.jpg,local 3W hero image present
3w,Bajaj Auto (3W),RE Diesel,1,hero_present,bajaj-auto-3w,re-diesel.jpg,local 3W hero image present
3w,Bajaj Auto (3W),RE E Tech 9.0,1,hero_present,bajaj-auto-3w,re-e-tech-90.jpg,local 3W hero image present
3w,Bajaj Auto (3W),RE LPG,1,hero_present,bajaj-auto-3w,re-lpg.jpg,local 3W hero image present
3w,Bajaj Auto (3W),Riki P4005,1,hero_present,bajaj-auto-3w,riki-p40.jpg,local 3W hero image present
3w,Bajaj Auto (3W),WEGO P9018,1,hero_present,bajaj-auto-3w,wego-p9018.jpg,local 3W hero image present
3w,ETrio,Touro Max,1,hero_present,etrio,touro-max-plus-plus.jpg,local 3W hero image present
3w,Euler Motors,HiLoad EV,1,hero_present,euler-motors,hiload-ev-120.jpg,local 3W hero image present
3w,Euler Motors,NEO HiCITY,1,hero_present,euler-motors,neo-hicity.jpg,local 3W hero image present
3w,Euler Motors,NEO HiRange,1,hero_present,euler-motors,neo-hirange.jpg,local 3W hero image present
3w,Greaves Electric Mobility,E Pro Cargo,1,hero_present,greaves-electric-3w,e-pro-cargo.jpg,local 3W hero image present
3w,Greaves Electric Mobility,Eltra City,1,hero_present,greaves-electric-3w,eltra-city-xtra.jpg,local 3W hero image present
3w,Greaves Electric Mobility,Eltra City XTRA,1,hero_present,greaves-electric-3w,eltra-city-xtra.jpg,local 3W hero image present
3w,Kinetic Green,Safar Jumbo,1,hero_present,kinetic-green,safar-jumbo-ranger.jpg,local 3W hero image present
3w,Kinetic Green,Safar Shakti,1,hero_present,kinetic-green,safar-shakti.jpg,local 3W hero image present
3w,Kinetic Green,Safar Smart,1,hero_present,kinetic-green,safar-smart.jpg,local 3W hero image present
3w,Kinetic Green,Super DX,1,hero_present,kinetic-green,super-dx.jpg,local 3W hero image present
3w,Lohia Auto,Narain DLX,1,hero_present,lohia-auto,narain-dlx.jpg,local 3W hero image present
3w,Lohia Auto,Narain XiV,1,hero_present,lohia-auto,narain-xiv.jpg,local 3W hero image present
3w,Lohia Auto,Narain XiW,1,hero_present,lohia-auto,narain-xiw.jpg,local 3W hero image present
3w,Lohia Auto,Youdha EPOD,1,hero_present,lohia-auto,youdha-epod.jpg,local 3W hero image present
3w,Lohia Auto,Youdha Garbage Van,1,hero_present,lohia-auto,youdha-garbage-van.jpg,local 3W hero image present
3w,Lohia Auto,Youdha Humsafar,1,hero_present,lohia-auto,youdha-humsafar.jpg,local 3W hero image present
3w,Lohia Auto,Youdha Trevo Cargo,1,hero_present,lohia-auto,youdha-trevo-cargo.jpg,local 3W hero image present
3w,Mahindra (3W),Alfa DX,1,hero_present,mahindra-3w,alfa-dx.jpg,local 3W hero image present
3w,Mahindra (3W),Alfa Load,1,hero_present,mahindra-3w,alfa-load.jpg,local 3W hero image present
3w,Mahindra (3W),Alfa Plus,1,hero_present,mahindra-3w,e-alfa-plus.jpg,local 3W hero image present
3w,Mahindra (3W),E-Alfa Mini,1,hero_present,mahindra-3w,e-alfa-mini.jpg,local 3W hero image present
3w,Mahindra (3W),E-Alfa Plus,1,hero_present,mahindra-3w,e-alfa-plus.jpg,local 3W hero image present
3w,Mahindra (3W),Treo,1,hero_present,mahindra-3w,treo-plus.jpg,local 3W hero image present
3w,Mahindra (3W),Treo Plus,1,hero_present,mahindra-3w,treo-plus.jpg,local 3W hero image present
3w,Mahindra (3W),Treo Yaari Cargo,1,hero_present,mahindra-3w,treo.jpg,local 3W hero image present
3w,Mahindra (3W),Treo Yaari Passenger,1,hero_present,mahindra-3w,treo.jpg,local 3W hero image present
3w,Mahindra (3W),Treo Zor,1,hero_present,mahindra-3w,treo-zor.jpg,local 3W hero image present
3w,Mahindra (3W),UDO,1,hero_present,mahindra-3w,udo.jpg,local 3W hero image present
3w,Mahindra (3W),Zor Grand,1,hero_present,mahindra-3w,zor-grand.jpg,local 3W hero image present
3w,Montra Electric,Super Auto,1,hero_present,montra-ev,super-auto-x.jpg,local 3W hero image present
3w,Montra Electric,Super Cargo,1,hero_present,montra-ev,super-cargo.jpg,local 3W hero image present
3w,Omega Seiki Mobility,Rage Plus,1,hero_present,omega-seiki-mobility,rage-plus.jpg,local 3W hero image present
3w,Omega Seiki Mobility,Rage Plus Rapid EV,1,hero_present,omega-seiki-mobility,rage-plus.jpg,local 3W hero image present
3w,Omega Seiki Mobility,Stream,1,hero_present,omega-seiki-mobility,stream-city-20.jpg,local 3W hero image present
3w,Omega Seiki Mobility,Stream City,1,hero_present,omega-seiki-mobility,stream-city-20.jpg,local 3W hero image present
3w,Omega Seiki Mobility,Stream City Qik,1,hero_present,omega-seiki-mobility,stream-city.jpg,local 3W hero image present
3w,Piaggio Ape,Auto Classic,1,hero_present,piaggio-ape,auto-classic.jpg,local 3W hero image present
3w,Piaggio Ape,Auto DX,1,hero_present,piaggio-ape,auto-dx.jpg,local 3W hero image present
3w,Piaggio Ape,Auto DXL,1,hero_present,piaggio-ape,auto-dx.jpg,local 3W hero image present
3w,Piaggio Ape,Auto Plus,1,hero_present,piaggio-ape,auto-plus.jpg,local 3W hero image present
3w,Piaggio Ape,City Plus,1,hero_present,piaggio-ape,city-plus.jpg,local 3W hero image present
3w,Piaggio Ape,E-City,1,hero_present,piaggio-ape,e-city.jpg,local 3W hero image present
3w,Piaggio Ape,E-Xtra FX Max,1,hero_present,piaggio-ape,e-xtra-fx-max.jpg,local 3W hero image present
3w,Piaggio Ape,Metro,1,hero_present,piaggio-ape,metro.jpg,local 3W hero image present
3w,Piaggio Ape,NXT+,1,hero_present,piaggio-ape,nxt-plus.jpg,local 3W hero image present
3w,Piaggio Ape,Xtra HD,1,hero_present,piaggio-ape,xtra-hd.jpg,local 3W hero image present
3w,Piaggio Ape,Xtra LDX CNG,1,hero_present,piaggio-ape,xtra-ldx-cng.jpg,local 3W hero image present
3w,Piaggio Ape,Xtra LDX Diesel,1,hero_present,piaggio-ape,xtra-ldx-diesel.jpg,local 3W hero image present
3w,Piaggio Ape,Xtra LDX Plus,1,hero_present,piaggio-ape,xtra-ldx-plus.jpg,local 3W hero image present
3w,Saera Electric (Mayuri),Mayuri DV,1,hero_present,saera-ev,mayuri-dv.jpg,local 3W hero image present
3w,Saera Electric (Mayuri),Mayuri E Cart Loader,1,hero_present,saera-ev,mayuri-e-cart-loader.jpg,local 3W hero image present
3w,Saera Electric (Mayuri),Mayuri Grand,1,hero_present,saera-ev,mayuri-grand.jpg,local 3W hero image present
3w,Saera Electric (Mayuri),Mayuri Pro 1000,1,hero_present,saera-ev,mayuri-pro-1000.jpg,local 3W hero image present
3w,Saera Electric (Mayuri),Mayuri Pro Star,1,hero_present,saera-ev,mayuri-pro-star.jpg,local 3W hero image present
3w,Saera Electric (Mayuri),Mayuri Star,1,hero_present,saera-ev,mayuri-star.jpg,local 3W hero image present
3w,Terra Motors,Kyoro L5,1,hero_present,terra-motors,kyoro-l5.jpg,local 3W hero image present
3w,Terra Motors,Kyoto,1,hero_present,terra-motors,kyoto.jpg,local 3W hero image present
3w,Terra Motors,Rizin,1,hero_present,terra-motors,rizin.jpg,local 3W hero image present
3w,Terra Motors,Sumo,1,hero_present,terra-motors,sumo.jpg,local 3W hero image present
3w,Terra Motors,Y4A,1,hero_present,terra-motors,y4a-pro.jpg,local 3W hero image present
3w,Terra Motors,Y4A Pro,1,hero_present,terra-motors,y4a-pro.jpg,local 3W hero image present
3w,TVS King,King Deluxe,1,hero_present,tvs-king,king-deluxe.jpg,local 3W hero image present
3w,TVS King,King Duramax,1,hero_present,tvs-king,king-duramax-plus.jpg,local 3W hero image present
3w,TVS King,King Duramax Plus,1,hero_present,tvs-king,king-duramax-plus.jpg,local 3W hero image present
3w,TVS King,King EP1,1,hero_present,tvs-king,king-ep1.jpg,local 3W hero image present
3w,TVS King,King EV Max,1,hero_present,tvs-king,king-ev-max.jpg,local 3W hero image present
3w,TVS King,King Kargo,1,hero_present,tvs-king,king-kargo-hd-ev.jpg,local 3W hero image present
3w,TVS King,King Kargo HD EV,1,hero_present,tvs-king,king-kargo-hd-ev.jpg,local 3W hero image present
3w,YC Electric,E Loader,1,hero_present,yc-ev,e-loader.jpg,local 3W hero image present
3w,YC Electric,Yatri,1,hero_present,yc-ev,yatri-cart.jpg,local 3W hero image present
3w,YC Electric,Yatri Cart,1,hero_present,yc-ev,yatri-cart.jpg,local 3W hero image present
3w,YC Electric,Yatri Deluxe,1,hero_present,yc-ev,yatri-deluxe.jpg,local 3W hero image present
4w,audi,A4,20,scraped_exact,audi,a4,
4w,audi,A6,2,scraped_exact,Audi,Audi_A6,
4w,audi,A8 L,21,scraped_exact,audi,a8-l,
4w,audi,e-tron GT,23,scraped_exact,audi,e-tron-gt,
4w,audi,Q3,21,scraped_exact,audi,q3,
4w,audi,Q3 Sportback,18,scraped_exact,audi,q3-sportback,
4w,audi,Q5,20,scraped_exact,audi,q5,
4w,audi,Q7,19,scraped_exact,audi,q7,
4w,audi,Q8,19,scraped_exact,audi,q8,
4w,audi,Q8 e-tron,23,scraped_exact,audi,q8-e-tron,
4w,audi,Q8 Sportback e-tron,19,scraped_exact,audi,q8-sportback-e-tron,
4w,audi,RS e-tron GT,21,scraped_exact,audi,rs-e-tron-gt,
4w,audi,RS Q8,21,scraped_exact,audi,rs-q8,
4w,audi,S5 Sportback,20,scraped_exact,audi,s5-sportback,
4w,audi,SQ8,23,scraped_exact,audi,sq8,
4w,bmw,2 Series Gran Coupe,20,scraped_exact,bmw,2-series-gran-coupe,
4w,bmw,3 Series,18,scraped_exact,BMW,BMW_3_Series,
4w,bmw,3 Series Gran Limousine,16,scraped_exact,bmw,3-series-gran-limousine,
4w,bmw,5 Series,18,scraped_exact,bmw,5-series,
4w,bmw,6 Series GT,22,scraped_exact,BMW,BMW_6_Series,
4w,bmw,7 Series,22,scraped_exact,bmw,7-series,
4w,bmw,8 Series Gran Coupe,21,scraped_exact,bmw,8-series,
4w,bmw,i4,18,scraped_exact,bmw,i4,
4w,bmw,i5,21,scraped_exact,bmw,i5,
4w,bmw,i7,21,scraped_exact,bmw,i7,
4w,bmw,iX,23,scraped_exact,bmw,ix,
4w,bmw,iX1,19,scraped_exact,bmw,ix1,
4w,bmw,M2,19,scraped_exact,bmw,m2,
4w,bmw,M340i,18,scraped_exact,bmw,m340i,
4w,bmw,M4,21,covered_by_alias,bmw,m4-competition,"uses shared source model ""M4 Competition"""
4w,bmw,M4 Competition,21,scraped_exact,bmw,m4-competition,
4w,bmw,M5,15,scraped_exact,bmw,m5,
4w,bmw,M8,23,covered_by_alias,bmw,m8-coupe-competition,"uses shared source model ""M8 Coupe Competition"""
4w,bmw,M8 Coupe Competition,23,scraped_exact,bmw,m8-coupe-competition,
4w,bmw,X1,19,scraped_exact,bmw,x1,
4w,bmw,X3,15,scraped_exact,bmw,x3,
4w,bmw,X4,18,scraped_exact,bmw,x4,
4w,bmw,X5,20,scraped_exact,bmw,x5,
4w,bmw,X5 M Competition,21,scraped_exact,bmw,x5-m,
4w,bmw,X7,21,scraped_exact,bmw,x7,
4w,bmw,XM,21,scraped_exact,bmw,xm,
4w,bmw,Z4,21,scraped_exact,bmw,z4,
4w,hyundai,Alcazar,20,scraped_exact,hyundai,alcazar,
4w,hyundai,Aura,19,scraped_exact,hyundai,aura,
4w,hyundai,Creta,29,scraped_exact,hyundai,creta,
4w,hyundai,Creta EV,17,scraped_exact,hyundai,creta-electric,
4w,hyundai,Creta N Line,19,scraped_exact,hyundai,creta-n-line,
4w,hyundai,Exter,23,scraped_exact,hyundai,exter,
4w,hyundai,Grand i10 Nios,21,scraped_exact,hyundai,grand-i10-nios,
4w,hyundai,i20,21,scraped_exact,hyundai,i20,
4w,hyundai,i20 N Line,21,scraped_exact,hyundai,i20-n-line,
4w,hyundai,Ioniq 5,18,scraped_exact,hyundai,ioniq-5,
4w,hyundai,Prime HB,4,scraped_exact,hyundai,prime-hb,
4w,hyundai,Prime SD,4,scraped_exact,hyundai,prime-sd,
4w,hyundai,Tucson,21,scraped_exact,hyundai,tucson,
4w,hyundai,Venue,21,scraped_exact,hyundai,venue,
4w,hyundai,Venue N Line,19,scraped_exact,hyundai,venue-n-line,
4w,hyundai,Verna,23,scraped_exact,hyundai,verna,
4w,kia,Carens,20,scraped_exact,kia,carens,
4w,kia,Carens Clavis,21,scraped_exact,kia,carens-clavis,
4w,kia,Carens Clavis EV,20,scraped_exact,kia,carens-clavis-ev,
4w,kia,Carnival,16,scraped_exact,kia,carnival,
4w,kia,EV6,18,scraped_exact,kia,ev6,
4w,kia,EV9,19,scraped_exact,kia,ev9,
4w,kia,Seltos,3,scraped_exact,kia,seltos,
4w,kia,Sonet,23,scraped_exact,kia,sonet,
4w,kia,Syros,21,scraped_exact,kia,syros,
4w,land rover,Defender,21,scraped_exact,land-rover,defender,
4w,land rover,Discovery,19,scraped_exact,land-rover,discovery,
4w,land rover,Discovery Sport,17,scraped_exact,land-rover,discovery-sport,
4w,land rover,Range Rover,21,scraped_exact,land-rover,range-rover,
4w,land rover,Range Rover Evoque,18,scraped_exact,land-rover,range-rover-evoque,
4w,land rover,Range Rover Sport,21,scraped_exact,land-rover,range-rover-sport,
4w,land rover,Range Rover Velar,18,scraped_exact,land-rover,range-rover-velar,
4w,mahindra,BE 6,28,scraped_exact,mahindra,be-6,
4w,mahindra,Bolero,20,scraped_exact,mahindra,bolero,
4w,mahindra,Bolero Camper,5,scraped_exact,mahindra,bolero-camper,
4w,mahindra,Bolero Neo,23,scraped_exact,mahindra,bolero-neo,
4w,mahindra,Bolero Neo Plus,13,scraped_exact,mahindra,bolero-neo-plus,
4w,mahindra,Bolero Pik-Up,4,scraped_exact,mahindra,bolero-pik-up,
4w,mahindra,Marazzo,18,scraped_exact,mahindra,marazzo,
4w,mahindra,Scorpio Classic,18,scraped_exact,mahindra,scorpio-classic,
4w,mahindra,Scorpio N,21,scraped_exact,mahindra,scorpio-n,
4w,mahindra,Thar,20,scraped_exact,mahindra,thar,
4w,mahindra,Thar Roxx,30,scraped_exact,mahindra,thar-roxx,
4w,mahindra,XEV 9e,15,scraped_exact,mahindra,xev-9e,
4w,mahindra,XEV 9S,20,scraped_exact,mahindra,xev-9s,
4w,mahindra,XUV 3XO,30,scraped_exact,mahindra,xuv-3xo,
4w,mahindra,XUV 3XO EV,22,scraped_exact,mahindra,xuv-3xo-ev,
4w,mahindra,XUV 7XO,21,scraped_exact,mahindra,xuv-7xo,
4w,mahindra,XUV400 EV,18,scraped_exact,mahindra,xuv400-ev,
4w,mahindra,XUV700,30,scraped_exact,mahindra,xuv700,
4w,nissan,Gravite,19,scraped_exact,nissan,gravite,
4w,nissan,Magnite,21,scraped_exact,nissan,magnite,
4w,nissan,X-Trail,19,scraped_exact,nissan,x-trail,
4w,renault,Duster,21,scraped_exact,renault,duster,
4w,renault,Kiger,21,scraped_exact,renault,kiger,
4w,renault,Kwid,21,scraped_exact,renault,kwid,
4w,renault,Triber,21,scraped_exact,renault,triber,
4w,skoda,Kodiaq,20,scraped_exact,skoda,kodiaq,
4w,skoda,Kushaq,14,scraped_exact,skoda,kushaq,
4w,skoda,Kylaq,20,scraped_exact,skoda,kylaq,
4w,skoda,Octavia RS,14,scraped_exact,skoda,octavia-rs,
4w,skoda,Slavia,21,scraped_exact,skoda,slavia,
4w,tata,Altroz,23,scraped_exact,tata,altroz,
4w,tata,Curvv,21,scraped_exact,tata,curvv,
4w,tata,Curvv EV,19,scraped_exact,tata,curvv-ev,
4w,tata,Harrier,21,scraped_exact,tata,harrier,
4w,tata,Harrier EV,19,scraped_exact,tata,harrier-ev,
4w,tata,Nexon,30,scraped_exact,tata,nexon,
4w,tata,Nexon EV,19,scraped_exact,tata,nexon-ev,
4w,tata,Punch,20,scraped_exact,tata,punch,
4w,tata,Punch EV,22,scraped_exact,tata,punch-ev,
4w,tata,Safari,22,scraped_exact,tata,safari,
4w,tata,Sierra,20,scraped_exact,tata,sierra,
4w,tata,Tiago,27,scraped_exact,tata,tiago,
4w,tata,Tiago EV,18,scraped_exact,tata,tiago-ev,
4w,tata,Tiago NRG,20,scraped_exact,tata,tiago-nrg,
4w,tata,Tigor,19,scraped_exact,tata,tigor,
4w,tata,Tigor EV,19,scraped_exact,tata,tigor-ev,
4w,tata,Xpres,17,scraped_exact,tata,xpres,
4w,tata,Xpres-T EV,15,scraped_exact,tata,xpres-t-ev,
4w,tata,Yodha Pickup,15,scraped_exact,tata,yodha-pickup,
4w,toyota,Camry,20,scraped_exact,toyota,camry,
4w,toyota,Fortuner,23,scraped_exact,Toyota,Toyota_Fortuner,
4w,toyota,Fortuner Legender,17,scraped_exact,toyota,fortuner-legender,
4w,toyota,Glanza,21,scraped_exact,toyota,glanza,
4w,toyota,Hilux,19,scraped_exact,toyota,hilux,
4w,toyota,Innova Crysta,21,scraped_exact,toyota,innova-crysta,
4w,toyota,Innova Hycross,20,scraped_exact,toyota,innova-hycross,
4w,toyota,Land Cruiser 300,16,scraped_exact,toyota,land-cruiser-300,
4w,toyota,Rumion,19,scraped_exact,Toyota,Toyota_Rumion,
4w,toyota,Taisor,23,scraped_exact,toyota,taisor,
4w,toyota,Urban Cruiser Hyryder,20,scraped_exact,toyota,urban-cruiser-hyryder,
4w,toyota,Vellfire,17,scraped_exact,toyota,vellfire,
4w,volkswagen,Golf GTI,18,scraped_exact,volkswagen,golf-gti,
4w,volkswagen,Taigun,4,scraped_exact,volkswagen,taigun,
4w,volkswagen,Tayron R-Line,20,scraped_exact,volkswagen,tayron-r-line,
4w,volkswagen,Tiguan R-Line,21,scraped_exact,volkswagen,tiguan-r-line,
4w,volkswagen,Virtus,23,scraped_exact,volkswagen,virtus,
4w,volvo,EC40,21,scraped_exact,volvo,ec40,
4w,volvo,EX30,15,scraped_exact,volvo,ex30,
4w,volvo,EX40,22,scraped_exact,volvo,ex40,
4w,volvo,XC60,21,scraped_exact,volvo,xc60,
4w,volvo,XC90,14,scraped_exact,volvo,xc90,
